frame,t_s,torso_lean_deg,torso_up,hip_y,l_hip_pitch_deg,l_knee_deg,l_shoulder_pitch_deg,l_elbow_deg,r_hip_pitch_deg,r_knee_deg,r_shoulder_pitch_deg,r_elbow_deg
201,6.7000,-46.2362,0.6855,-0.0035,16.7665,71.2852,-97.0703,3.4080,25.6305,89.4547,-91.8079,23.3814
202,6.7333,-44.9633,0.6962,-0.0035,18.1477,74.0664,-103.6322,108.4080,27.0992,90.7107,-87.8056,22.0034
203,6.7667,-44.9465,0.6938,-0.0035,18.0465,74.0451,-100.1560,0.9373,25.4038,89.7387,-88.2009,25.2038
204,6.8000,-44.6429,0.6980,-0.0035,18.6260,74.1679,-98.7606,3.1555,26.5686,90.2269,-88.3329,24.8134
205,6.8333,-44.7608,0.6968,-0.0035,18.6129,74.2832,-98.0345,4.0512,26.6078,90.2926,-88.6434,24.5207
206,6.8667,-44.9457,0.6954,-0.0035,19.7957,75.5060,-98.4085,2.1439,27.8744,91.6811,-89.5607,24.6981
207,6.9000,-45.5981,0.6865,-0.0035,17.5255,73.6676,-97.1311,2.2896,25.9411,89.9066,-89.5108,23.5453
208,6.9333,-46.9073,0.6711,-0.0035,14.9925,71.4313,-128.7502,141.8064,22.2915,82.4306,-185.3869,62.4242
209,6.9667,-48.2020,0.6552,-0.0036,12.5217,69.5255,-125.7744,19.9511,20.4414,82.3767,-71.3498,46.0421
210,7.0000,-48.3603,0.6551,-0.0036,12.2683,69.3342,-105.9614,6.0428,21.2034,83.8109,-90.5549,26.7618
211,7.0333,-47.4291,0.6680,-0.0036,15.3296,71.5294,-102.7098,5.5458,23.8358,87.2743,-94.2268,22.3749
212,7.0667,-46.3484,0.6832,-0.0035,16.8288,71.9031,-100.0568,4.9801,24.9903,87.4738,-93.3742,20.7588
213,7.1000,-46.8172,0.6783,-0.0035,16.0369,72.1404,-100.2797,6.7295,24.4628,87.4145,-92.7622,22.9920
214,7.1333,-46.6342,0.6783,-0.0035,18.1931,73.9928,-99.8474,3.1268,26.3162,89.6396,-92.9539,23.3759
215,7.1667,-45.9717,0.6849,-0.0035,16.7917,72.3212,-98.7438,4.5169,25.1736,88.1326,-91.4672,24.4543
216,7.2000,-45.2871,0.6941,-0.0034,17.4242,71.7669,-98.2992,1.4945,26.6892,89.8619,-90.8089,26.2933
217,7.2333,-43.5937,0.7175,-0.0033,17.6953,70.9102,-94.6197,2.2115,26.9435,89.2557,-90.0006,26.4253
218,7.2667,-46.8546,0.6809,-0.0039,14.5701,70.4694,-101.1261,10.4569,22.6200,83.9265,-92.3158,171.6592
219,7.3000,-48.5132,0.6603,-0.0040,10.8027,67.3646,-104.3601,14.1476,17.6154,79.1806,98.1296,72.8744
220,7.3333,-48.4507,0.6614,-0.0040,10.1980,65.3974,-104.8266,14.3122,18.2291,78.7365,-215.1575,108.2957
221,7.3667,-47.8801,0.6689,-0.0041,9.0211,62.6854,-113.1763,37.3540,19.8855,79.1937,80.1836,22.5110
222,7.4000,-48.2792,0.6653,-0.0039,8.6948,61.5050,104.8428,61.2026,19.7739,78.4063,-219.4394,28.7443
223,7.4333,-47.3355,0.6775,-0.0038,9.2062,60.1601,-152.4497,150.6616,19.4215,77.4069,-192.4349,88.3398
224,7.4667,-46.0711,0.6936,-0.0039,9.8610,58.6841,-156.0755,160.0300,20.8355,78.4302,-148.1655,93.1139
225,7.5000,-46.1511,0.6900,-0.0039,12.9028,64.3331,-110.1777,20.5005,20.6136,77.1066,-171.0268,81.0673
226,7.5333,-45.2821,0.6980,-0.0037,12.0057,65.7278,-108.7305,135.6918,19.5326,76.7822,-141.7464,72.7864
227,7.5667,-46.5889,0.6832,-0.0037,9.4666,64.1124,-106.8727,179.4393,16.9901,76.1534,-165.7587,73.8779
228,7.6000,-42.9332,0.7300,-0.0036,13.5878,65.9238,-97.0303,98.4551,19.9167,78.0876,-114.6705,93.5542
229,7.6333,-41.5557,0.7472,-0.0035,15.3865,66.7612,-89.0955,4.9313,26.2306,88.5217,-117.7843,68.9825
230,7.6667,-41.2649,0.7500,-0.0035,16.6768,67.6896,-90.4535,7.5499,26.5691,88.1722,-134.1670,60.2706
231,7.7000,-42.1851,0.7310,-0.0035,14.6704,66.0110,-94.8277,130.8813,22.7977,85.2055,-135.4208,61.7083
232,7.7333,-39.4081,0.7678,-0.0035,18.3109,67.8764,-90.0032,7.8762,30.0039,92.3495,-134.0850,56.3934
233,7.7667,-39.1076,0.7696,-0.0034,18.6108,67.5206,-92.6283,1.3441,30.9687,92.6785,-143.8854,48.3267
234,7.8000,-41.6757,0.7387,-0.0035,16.9307,69.9632,-94.1043,3.3123,28.6866,93.3150,-150.0923,41.2775
235,7.8333,-41.7922,0.7401,-0.0034,16.7949,69.4095,-96.4845,59.4905,27.9998,92.2104,-149.8439,51.2766
236,7.8667,-39.0935,0.7716,-0.0034,18.5412,70.3334,-95.4610,5.0792,30.9170,92.9778,-158.4763,45.1716
237,7.9000,-42.9728,0.7188,-0.0034,13.6516,68.4887,-103.1099,4.5890,24.0009,89.3685,-158.3257,46.5115
238,7.9333,-38.7520,0.7739,-0.0034,17.7306,69.8483,-94.5789,2.9587,31.3026,93.7044,-149.7898,42.0983
239,7.9667,-41.4739,0.7433,-0.0034,17.9947,71.6826,-96.3499,5.9217,31.9043,96.9860,-160.6631,44.4233
240,8.0000,-47.4700,0.6716,-0.0036,12.3237,69.8580,-102.3770,1.9388,25.5663,93.6565,-172.8494,40.1296
241,8.0333,-47.2974,0.6752,-0.0036,12.4548,69.9072,-103.0807,1.5624,25.9406,94.7817,-165.8006,39.3735
242,8.0667,-46.7824,0.6825,-0.0036,12.9135,70.5373,-105.6138,4.8460,27.2809,96.3306,-166.2634,38.5148
243,8.1000,-46.3341,0.6884,-0.0036,13.5320,70.3988,-104.3943,2.8027,28.3699,97.3107,-163.9769,39.6496
244,8.1333,-45.9828,0.6931,-0.0036,13.5202,71.2181,-104.5803,3.1165,28.4375,97.2701,-166.9640,40.0265
245,8.1667,-46.6136,0.6868,-0.0036,14.1426,70.3202,-103.0322,4.0549,29.5409,95.6759,-168.4682,39.5875
246,8.2000,-46.8680,0.6837,-0.0036,15.9409,71.0440,-101.4030,2.0466,30.5587,97.5628,-167.7417,39.4961
247,8.2333,-47.1718,0.6798,-0.0037,15.5053,71.3267,-102.9413,0.7478,30.6102,98.6424,-168.2008,40.4794
248,8.2667,-48.2551,0.6658,-0.0038,13.7939,71.4066,-101.7829,0.4581,29.1574,97.3092,-167.8623,40.9007
249,8.3000,-47.0146,0.6813,-0.0038,14.0989,72.3838,-102.5600,0.0112,29.4084,100.2442,-162.3440,38.5529
250,8.3333,-45.4340,0.7001,-0.0037,14.4775,72.2595,-103.4173,1.7191,28.6061,99.6664,-163.2997,36.4081
251,8.3667,-46.6607,0.6837,-0.0037,13.9337,71.9743,-104.3583,0.8735,28.4861,99.6954,-164.1918,36.6417
252,8.4000,-45.2397,0.7009,-0.0037,13.9711,69.6259,-104.7098,0.3923,29.6907,99.5955,-168.3267,41.7283
253,8.4333,-46.0226,0.6927,-0.0037,13.5679,70.0366,-102.1316,2.1180,28.9299,99.6593,-166.8997,40.0120
254,8.4667,-45.6488,0.6972,-0.0037,14.4611,70.7850,-102.8282,4.5495,29.4787,99.8292,-166.3413,39.6854
255,8.5000,-47.7741,0.6709,-0.0037,12.1554,72.0029,-103.7380,6.0489,26.9465,98.5704,-167.9645,37.7709
256,8.5333,-48.2044,0.6664,-0.0037,14.1811,72.5862,-102.0733,9.0826,27.2384,97.0425,-169.5885,36.6697
257,8.5667,-48.2317,0.6660,-0.0037,15.9688,74.1196,-100.8673,12.3478,28.4075,97.3938,-169.4902,34.4517
258,8.6000,-47.8916,0.6705,-0.0037,15.7821,73.3491,-100.0209,13.3450,28.4582,97.9033,-169.6441,34.4748
259,8.6333,-49.8212,0.6443,-0.0039,14.3926,74.0704,-109.4590,55.0478,24.4640,93.9365,-172.3734,37.1543
260,8.6667,-49.3586,0.6510,-0.0039,14.9275,73.7569,-108.0375,31.0735,24.9843,93.9904,-170.8568,37.4189
261,8.7000,-48.2828,0.6618,-0.0038,16.8872,75.5809,-112.9520,54.2747,23.0078,92.8890,-165.3967,39.3786
262,8.7333,-48.3920,0.6607,-0.0038,15.9237,75.3734,-114.6486,42.9384,22.9228,93.2177,-167.7429,39.5745
263,8.7667,-49.0365,0.6519,-0.0039,15.8418,75.3824,-112.2672,30.9465,22.8278,93.0107,-168.0649,38.5525
264,8.8000,-49.3183,0.6474,-0.0039,16.8034,78.2238,-112.2993,54.1749,23.2188,93.8067,-167.3466,40.1230
265,8.8333,-49.5472,0.6448,-0.0039,16.3227,78.1871,-106.8851,29.2903,23.0634,94.4941,-165.8577,39.3699
266,8.8667,-47.4489,0.6725,-0.0036,19.2335,78.6607,-114.9057,56.0821,27.0920,96.1225,-177.6942,40.7829
267,8.9000,-47.5930,0.6708,-0.0037,19.1912,78.9292,-112.7539,36.8061,27.2427,96.0580,-173.0933,33.3273
268,8.9333,-46.8850,0.6821,-0.0036,20.4947,79.7773,-107.6095,20.8513,29.2288,96.7574,-169.0516,32.5085
269,8.9667,-46.8423,0.6825,-0.0036,20.3908,79.7324,-105.6021,19.3435,29.7190,97.3458,-168.9720,32.4134
270,9.0000,-47.3388,0.6770,-0.0036,20.5638,80.4312,-103.1056,25.0989,29.1572,97.0542,-168.8525,32.2581
271,9.0333,-44.8771,0.7084,-0.0035,23.0347,81.4950,-96.6610,29.3124,31.3921,98.2406,-157.4071,36.4284
272,9.0667,-44.4257,0.7126,-0.0035,23.8898,81.8395,-100.7423,44.2599,30.0386,96.8526,-162.7974,36.9919
273,9.1000,-43.0438,0.7262,-0.0034,25.4251,83.9264,-103.2189,93.4799,30.5146,95.7905,-172.0425,34.9162
274,9.1333,-41.8690,0.7409,-0.0033,26.9376,86.2252,-100.8503,78.5043,31.8549,95.0411,-181.0211,34.1988
275,9.1667,-40.2486,0.7595,-0.0032,29.9881,88.8603,-94.0858,34.2889,34.1725,95.9188,-158.2950,32.8847
276,9.2000,-40.0940,0.7609,-0.0032,31.3936,88.7370,-90.4906,33.3183,33.6023,93.7617,-149.7845,37.5094
277,9.2333,-40.2112,0.7612,-0.0031,33.4125,88.4010,-83.5917,28.4710,33.9470,91.9925,-146.6944,43.2858
278,9.2667,-37.7860,0.7878,-0.0031,42.2562,96.5931,-79.2043,34.7809,41.2625,96.4327,-142.8209,42.6399
279,9.3000,-30.8439,0.8582,-0.0029,50.0410,100.0494,-58.1942,17.4290,48.2837,96.4964,-126.1887,50.2347
280,9.3333,-26.7290,0.8930,-0.0027,54.7682,105.4849,-48.1580,7.2457,52.6798,95.4568,-114.6459,59.1196
281,9.3667,-26.3545,0.8960,-0.0026,59.9787,115.8035,-47.8427,11.1643,53.1931,95.0794,-113.9092,58.3087
282,9.4000,-23.8596,0.9135,-0.0026,61.7672,114.3773,-43.6344,4.7076,55.1407,93.7106,-106.4143,61.2700
283,9.4333,-24.6660,0.9077,-0.0026,62.6627,118.4258,-44.6537,4.3535,54.3986,94.1014,-110.0445,66.1784
284,9.4667,-23.6484,0.9137,-0.0026,61.8953,116.7672,-45.1867,3.6322,55.2523,93.5435,-120.5334,54.7771
285,9.5000,-23.9005,0.9109,-0.0026,62.7585,116.9285,-50.4456,4.4693,57.6441,96.6664,-116.9144,55.3574
286,9.5333,-22.1072,0.9146,-0.0026,64.3322,116.9183,-43.3421,14.1723,57.6355,96.6162,-120.1804,49.1338
287,9.5667,-22.0169,0.9153,-0.0026,63.0283,116.8893,-44.9975,23.9389,55.6911,95.0037,-118.4545,44.5315
288,9.6000,-19.5631,0.9217,-0.0027,64.9322,112.4868,-38.8008,26.0775,55.0817,92.0514,-104.2811,53.1414
289,9.6333,-18.8290,0.9171,-0.0032,66.1977,117.3279,-59.6394,2.4843,56.8683,88.7192,-141.3732,17.5079
290,9.6667,-12.6567,0.9576,-0.0031,66.7113,121.9023,-30.7599,15.4010,62.9451,94.7949,-120.3901,39.7839
291,9.7000,2.1456,0.9939,-0.0027,77.0158,119.3268,-11.8526,20.7969,67.2791,86.6379,-65.7021,47.4780
292,9.7333,5.9418,0.9814,-0.0024,72.2728,106.0069,-7.7823,36.3642,66.0062,82.6943,-39.3441,66.0075
293,9.7667,3.1299,0.9733,-0.0022,65.0036,100.5987,-7.5564,31.7020,63.1646,85.2947,-46.6210,61.0480
294,9.8000,-1.4596,0.9651,-0.0019,58.1594,100.4984,-10.9098,39.0615,60.5193,89.1248,-50.9552,65.7707
295,9.8333,-1.2567,0.9600,-0.0019,59.1678,97.5466,-9.8717,35.5514,59.2232,87.0290,-47.8141,66.9356
296,9.8667,1.1397,0.9633,-0.0020,63.8598,96.5388,-4.5508,33.2515,61.1608,85.7157,-46.9414,63.2134
297,9.9000,5.6427,0.9729,-0.0018,67.7689,96.5592,2.6070,17.2681,62.6656,83.4873,-42.9461,60.9519
298,9.9333,-1.1181,0.9681,-0.0019,61.0927,92.4388,-4.5177,15.1566,56.5463,81.0068,-52.5438,62.9143
299,9.9667,5.9815,0.9709,-0.0019,70.3673,100.6271,9.4367,13.6841,65.1913,85.7449,-43.1102,57.6755
300,10.0000,3.9414,0.9659,-0.0019,68.1938,98.9174,7.5348,11.8043,62.9465,84.6987,-48.9443,57.2322
301,10.0333,5.9666,0.9620,-0.0019,70.8860,99.4108,9.3473,14.3692,67.3360,87.5450,-43.1145,58.5316
302,10.0667,7.8285,0.9590,-0.0019,73.3023,100.8372,11.0284,17.0050,69.4789,88.8523,-43.7476,58.1606
303,10.1000,9.8355,0.9586,-0.0018,76.1610,103.4673,11.8754,12.5504,72.1145,90.3185,-38.8670,59.0341
304,10.1333,11.6963,0.9556,-0.0018,77.9273,104.3025,16.3981,13.4959,72.5275,88.2333,-28.6621,61.8269
305,10.1667,11.6010,0.9555,-0.0017,78.1657,104.8230,16.7716,17.0610,69.6814,85.8673,-29.6482,58.0073
306,10.2000,8.7506,0.9541,-0.0017,74.9381,101.6310,13.9284,26.4905,66.0588,83.5276,-35.1810,54.4856
307,10.2333,11.1294,0.9479,-0.0017,78.9505,103.3686,16.9449,21.2043,68.4227,83.4747,-36.3070,50.1354
308,10.2667,14.1234,0.9362,-0.0017,84.3573,105.0789,15.2079,20.4570,72.9805,86.0789,-31.7277,47.6760
309,10.3000,16.3784,0.9242,-0.0017,86.7309,105.1685,14.0812,23.8245,77.6492,91.5763,-28.9427,49.7450
310,10.3333,21.5260,0.9154,-0.0017,91.3788,104.6552,19.5270,19.6433,81.1231,90.6245,-15.5592,57.0271
311,10.3667,21.0867,0.9166,-0.0015,91.0440,105.5601,21.0854,4.3178,79.5335,90.1920,-14.6546,56.2153
312,10.4000,22.6740,0.9101,-0.0015,92.7965,106.6881,22.0799,5.7105,82.5937,91.6787,-14.3231,55.1623
313,10.4333,20.4791,0.9104,-0.0015,90.9032,111.1706,-5.2842,156.3449,81.4159,93.7035,-1.8293,69.5724
314,10.4667,14.2983,0.9162,-0.0015,83.2245,105.0584,3.3862,1.6792,76.7762,92.2578,-18.8857,52.6994
315,10.5000,2.5609,0.9215,-0.0014,66.0420,76.8165,-11.0041,10.6092,68.1912,80.7743,-38.8583,35.9085
316,10.5333,3.7517,0.9216,-0.0014,70.1967,80.9842,-15.4549,25.3737,71.7680,83.4690,-34.5694,45.7589
317,10.5667,4.4880,0.9184,-0.0014,69.4496,80.3822,-11.8715,22.0914,69.9717,81.7033,-33.9098,41.2157
318,10.6000,1.9323,0.9213,-0.0014,67.3074,78.7388,-11.6783,32.6535,65.1837,78.3337,-36.7596,42.3313
319,10.6333,0.5683,0.9156,-0.0014,67.5263,81.4966,-14.8659,29.3102,66.9093,82.8999,-38.6548,37.6354
320,10.6667,5.4725,0.8943,-0.0014,74.4287,84.3060,-17.2037,22.0269,73.9183,89.6278,-36.5157,23.7594
321,10.7000,5.0133,0.8740,-0.0013,76.8742,87.2925,-13.7494,26.8635,71.9709,89.1546,-35.8622,2.0768
322,10.7333,5.1532,0.8534,-0.0012,78.3323,92.2918,-11.7687,30.5764,78.7216,95.1042,-34.9736,14.9017
323,10.7667,3.7776,0.8261,-0.0012,73.2327,83.2242,-8.3390,47.3545,73.5075,86.9431,-29.1151,53.4268
324,10.8000,3.3748,0.7884,-0.0012,74.1134,83.1024,-15.3286,53.1311,72.3834,85.8528,-28.9978,47.7043
325,10.8333,5.2787,0.7429,-0.0012,71.7059,72.2789,-10.5935,51.6362,70.5445,75.1602,-18.3368,71.5125
326,10.8667,7.2538,0.6954,-0.0011,78.7765,79.4385,-15.0490,40.9938,71.6650,76.8003,-15.2086,65.7036
327,10.9000,0.7761,0.6636,-0.0011,69.1197,74.9170,-18.4805,38.2633,57.7427,67.4684,-20.4994,73.6710
328,10.9333,-22.2676,0.6191,-0.0009,-18.0102,9.9798,-59.0799,25.2683,3.7488,14.9864,-37.9013,73.2984
329,10.9667,-43.4100,0.5619,-0.0007,-80.8186,70.4220,-80.6381,27.8108,-67.9422,66.1282,-51.3460,69.5596
330,11.0000,-39.7142,0.5235,-0.0006,-65.6636,52.6589,-74.6960,43.5440,-56.4586,53.9437,-50.2936,71.0689
331,11.0333,-53.3552,0.4904,-0.0005,-106.6653,93.8881,-85.7968,42.7685,-94.7745,91.6194,-57.2475,65.9703
332,11.0667,-56.7630,0.4431,-0.0004,-104.3184,91.1556,-69.3713,56.6100,-93.3958,86.5440,-57.4382,56.4868
333,11.1000,-65.6369,0.3959,-0.0004,-117.6037,109.5358,-68.1621,62.8397,-115.9378,109.2349,-55.6011,46.3171
334,11.1333,-68.5005,0.3359,-0.0002,-104.1831,93.5174,-45.6689,86.7353,-106.5707,95.7503,-64.0860,45.4263
335,11.1667,-72.2119,0.2833,-0.0000,-104.0474,91.2129,-46.8704,59.5940,-106.1664,91.5573,-69.8476,48.6031
336,11.2000,-76.4823,0.2335,-0.0001,-98.9304,86.0588,-46.6232,57.5218,-124.2679,109.9379,-65.7880,44.0469
337,11.2333,-77.6596,0.2136,0.0000,-107.7456,92.3825,-58.9920,76.6673,-121.5410,108.5442,-66.3700,45.4986
338,11.2667,-76.9998,0.2183,0.0002,-97.3535,82.1052,-97.0532,9.9020,-126.2538,115.1386,-69.8579,48.0651
339,11.3000,-74.8548,0.2470,0.0002,-89.2488,72.2340,-119.2633,7.4612,-124.0289,113.8948,-71.6654,49.8686
340,11.3333,-76.9041,0.2164,0.0001,-89.0869,80.5630,-124.4947,8.8826,-125.1848,116.7326,-69.6929,47.2477
341,11.3667,-77.4078,0.2180,0.0001,-91.6199,82.8412,-123.8331,8.8749,-116.1099,103.3168,-85.2964,65.5708
342,11.4000,-74.6859,0.2557,0.0001,-88.1936,77.2519,-133.0249,25.1516,-114.6473,106.4784,-81.7759,59.1386
343,11.4333,-74.4941,0.2024,0.0001,-81.3063,80.3123,-109.6943,6.7828,-112.8389,106.5688,-62.3205,35.0303
344,11.4667,-78.4472,0.1707,0.0002,-70.1835,76.5336,-112.0263,6.3407,-122.4231,111.8673,-69.6999,44.3874
345,11.5000,-73.6456,0.1960,0.0005,-76.7929,68.3604,-122.0983,10.9007,-91.9338,86.6212,-67.7385,41.6796
346,11.5333,-84.4082,0.0915,0.0005,-81.0379,70.1512,-122.2465,70.9430,-116.1826,96.7889,-87.1878,50.7534
347,11.5667,-87.7430,0.0351,0.0007,-83.7713,82.2222,-83.8627,47.1427,-124.4767,109.7166,-82.7008,48.4744
348,11.6000,-55.8154,0.0779,0.0008,-26.1251,9.2151,-48.1326,1.3650,-28.4475,38.8287,-92.3920,1.6409
349,11.6333,33.1487,0.0967,0.0009,54.6439,60.8542,78.6624,18.2177,56.6207,15.4161,7.4147,4.9080
350,11.6667,-54.8039,0.1493,0.0009,-46.1105,82.7040,-101.0325,11.6597,-66.7235,69.2799,-34.8065,5.3434
351,11.7000,-68.4224,0.1600,0.0009,-71.9943,88.7048,-110.2694,4.3128,-82.7329,76.1985,-54.6094,10.3089
352,11.7333,-67.7345,0.1767,0.0007,-57.4304,73.0792,-112.7086,4.3766,-85.9333,79.8437,-58.7405,9.9677
353,11.7667,-61.5531,0.2046,0.0005,-46.8561,62.3711,-108.1166,2.6397,-72.5734,73.9051,-53.2107,4.0428
354,11.8000,-68.0191,0.2012,0.0005,-59.1774,66.9034,-119.4503,22.1383,-80.8014,74.6338,-66.1472,5.6770
355,11.8333,-67.8550,0.1853,0.0005,-58.0752,58.6872,-111.6192,13.3947,-80.6798,74.9880,-67.4589,1.5366
356,11.8667,-77.0692,0.1551,0.0006,-65.0007,50.1330,-124.4295,17.3656,-81.6386,67.1922,-91.9009,15.2719
357,11.9000,-81.9040,0.0990,0.0008,-69.2095,45.4477,-130.2850,6.1939,-96.9057,76.2124,-100.5432,9.5618
358,11.9333,-84.1679,0.0682,0.0009,-89.3504,57.7164,-130.7981,4.5863,-96.0221,66.9792,-101.4479,3.9917
359,11.9667,-86.1345,0.0318,0.0010,-85.2414,46.5736,-132.7844,3.5237,-98.9239,57.1086,-92.2675,10.3389
360,12.0000,-87.7982,0.0180,0.0012,-86.0181,49.1911,-134.1562,3.1607,-91.1907,55.6229,-92.0287,12.2001
361,12.0333,-92.0698,0.0000,0.0012,-95.9321,58.5830,-133.8731,3.2312,-101.1186,56.0845,-121.1120,9.7426
362,12.0667,-92.2875,0.0000,0.0013,-105.3073,75.4332,-133.1696,4.5311,-104.2130,64.2513,-127.9943,18.0931
363,12.1000,-92.4792,0.0000,0.0013,-108.5545,80.9634,-138.4296,6.8622,-104.4082,73.1109,-124.8486,22.5758
364,12.1333,-90.2914,0.0000,0.0013,-94.2447,99.4026,-130.7803,2.5146,-95.9426,77.0235,-119.8792,13.7253
365,12.1667,-89.8374,0.0020,0.0013,-91.6157,75.9540,-133.4205,5.8748,-96.2182,76.5277,-117.4274,9.1860
366,12.2000,-90.2126,0.0000,0.0013,-101.8693,71.3736,-125.3826,1.7470,-93.6774,71.9285,-131.4768,13.2534
367,12.2333,-89.9831,0.0003,0.0013,-92.7485,48.9945,-120.1490,4.5142,-92.5428,69.0358,-149.5472,18.9098
368,12.2667,-83.6926,0.1084,0.0013,-88.7035,54.7549,-115.3562,4.5028,-88.0305,66.3661,-132.2465,13.3364
369,12.3000,-80.0027,0.1718,0.0010,-78.8185,45.7888,-103.5591,1.1346,-78.2894,47.7278,-137.2411,5.7538
370,12.3333,-74.8187,0.2604,0.0013,-69.2891,36.4064,-84.1794,7.2869,-51.0964,13.6831,-140.9920,5.8335
371,12.3667,-72.4446,0.2959,0.0014,-61.1314,23.3686,-80.3060,5.9424,-51.1171,17.7410,-130.3583,14.8144
372,12.4000,-71.6654,0.3138,0.0009,-65.5862,35.6084,-76.2858,9.6252,-56.3995,26.6141,-110.6887,19.4646
373,12.4333,-66.7268,0.3895,0.0007,-65.0628,47.2639,-71.4913,7.2263,-57.1161,34.2294,-107.0282,8.7019
374,12.4667,-68.5654,0.3644,0.0001,-70.5300,55.3256,-83.8981,2.8108,-65.6746,49.5060,-99.0277,15.9443
375,12.5000,-65.2168,0.4190,-0.0002,-68.2232,59.4151,-79.2829,0.6031,-66.6111,60.0970,-90.6361,13.7103
376,12.5333,-62.7154,0.4582,-0.0003,-61.5491,55.9555,-83.4315,3.6135,-62.5717,62.8658,-84.4138,16.3774
377,12.5667,-58.4522,0.5223,-0.0000,-51.1988,48.4029,-84.1195,3.2915,-54.4849,57.1842,-76.2034,14.2083
378,12.6000,-53.4320,0.5951,-0.0003,-44.3997,46.6294,-73.1142,3.4033,-49.4685,57.9497,-69.9705,13.5346
379,12.6333,-47.4917,0.6750,-0.0006,-29.1932,32.8509,-65.3407,3.7373,-38.8042,49.0572,-62.7353,11.0359
380,12.6667,-44.9694,0.7074,-0.0005,-26.4930,31.5867,-57.4138,3.7984,-33.0260,42.4035,-62.0880,6.0811
381,12.7000,-38.9609,0.7768,-0.0005,-21.3264,29.6897,-45.0172,4.0074,-27.3555,38.5413,-57.5485,10.5480
382,12.7333,-36.3111,0.8047,-0.0006,-20.3590,32.0508,-43.1515,9.1921,-24.8162,37.5838,-52.5779,8.9841
383,12.7667,-32.8927,0.8366,-0.0006,-17.7094,33.9373,-36.2015,11.4486,-21.1427,35.6152,-49.8696,10.8294
384,12.8000,-31.0733,0.8555,-0.0007,-17.5149,35.2606,-33.2097,10.5163,-19.3830,32.5763,-47.4392,11.0350
385,12.8333,-29.6030,0.8687,-0.0008,-16.3592,35.2186,-29.6736,8.3045,-17.7146,31.3005,-44.8493,10.3842
386,12.8667,-29.5546,0.8694,-0.0008,-16.5135,34.7068,-28.1300,6.3877,-17.6013,29.2295,-44.1466,9.7852
387,12.9000,-28.0038,0.8819,-0.0009,-14.4808,33.5500,-25.8149,5.8192,-16.0847,28.7592,-42.1838,9.9547
388,12.9333,-27.2038,0.8884,-0.0009,-13.8969,33.1596,-24.0757,7.1401,-15.6706,28.4198,-40.1160,11.1387
389,12.9667,-27.3514,0.8875,-0.0009,-14.4228,32.0671,-24.8355,8.1412,-16.3898,27.0695,-39.6054,11.5976
390,13.0000,-27.0016,0.8901,-0.0009,-13.6836,30.9917,-25.1330,9.1803,-16.2816,26.8445,-38.8263,11.9759
391,13.0333,-26.2930,0.8960,-0.0010,-13.1487,30.7239,-24.0101,8.6585,-15.7076,26.8860,-36.9738,12.4616
392,13.0667,-25.6582,0.9013,-0.0010,-14.3312,31.7558,-22.2800,7.9544,-16.6938,26.5230,-35.9624,12.1017
393,13.1000,-24.7887,0.9078,-0.0011,-14.9094,33.0476,-21.2908,7.9814,-18.6323,27.7468,-35.1161,12.0923
394,13.1333,-24.0479,0.9132,-0.0012,-15.2763,34.9556,-20.1702,8.7223,-18.1762,28.0920,-32.3968,9.6024
395,13.1667,-23.9553,0.9136,-0.0013,-16.3639,35.1666,-19.9440,9.0861,-19.0501,28.4326,-31.3001,10.1082
396,13.2000,-22.8691,0.9211,-0.0014,-14.4143,34.3347,-18.1582,7.5586,-17.4224,28.7921,-27.9611,8.3888
397,13.2333,-22.3326,0.9241,-0.0014,-12.9411,32.1890,-18.3364,7.5197,-16.9450,28.5812,-25.3167,7.8947
398,13.2667,-21.5044,0.9299,-0.0015,-11.3954,31.4243,-15.9626,7.3178,-16.2410,28.2173,-23.2168,7.7446
399,13.3000,-21.4371,0.9303,-0.0016,-11.4992,31.0892,-16.0297,7.6293,-16.1786,27.8095,-23.5851,9.0628
400,13.3333,-21.2162,0.9316,-0.0016,-11.3070,30.1140,-16.3758,8.0054,-16.2347,27.6938,-22.8313,8.8687
401,13.3667,-20.7749,0.9344,-0.0016,-10.1795,29.6548,-16.1395,8.4008,-16.1597,27.7418,-21.6132,8.4812
402,13.4000,-20.2892,0.9372,-0.0017,-10.3826,29.4413,-14.9844,7.4465,-15.8181,27.2147,-20.1967,7.5140
403,13.4333,-20.2015,0.9379,-0.0017,-9.9684,29.1042,-14.4898,7.2616,-15.7817,26.9819,-18.9063,6.8089
404,13.4667,-19.4942,0.9416,-0.0017,-9.0702,28.6092,-13.7387,7.6906,-15.7506,26.4073,-17.5310,6.0859
405,13.5000,-19.4672,0.9418,-0.0017,-9.5693,28.8115,-14.3018,7.6765,-16.8052,26.8686,-17.1827,6.3095
406,13.5333,-19.5164,0.9417,-0.0017,-9.7250,27.9683,-14.2317,7.5033,-16.7697,26.3980,-17.5878,6.5448
407,13.5667,-19.5292,0.9417,-0.0017,-9.7253,28.0127,-13.6563,8.8123,-17.0373,26.0977,-17.9258,7.3017
408,13.6000,-19.4634,0.9421,-0.0018,-9.9237,27.5378,-13.6693,8.9978,-17.3928,26.6497,-17.6772,7.4123
409,13.6333,-19.7412,0.9400,-0.0018,-10.8539,27.3845,-13.7005,10.9223,-19.0317,25.7901,-17.0463,7.0867
